Must be local?,token,q002,q003,q004,q005,q006,q007,q008,q009,q010,q011,q012,q013,q014,q015,q016,q017,q018,q019,q020,q021,q022,q023,q024,q025,q026,q027,q028,q029,q030,q031,q032,q033,q034,q035,q036,q037,q038,q039,q040,q041,q042,q043,q044,q045,q046,q047,q048,q049,q050,q051,q052,q053,q054,q055,q056,q057,q058,q059,q060,q061,q062,q063,q064,q065,q066,q067,q068,q069,q070,q071,q072,q073,q074,q075,q076,q077,q078,q079,q080,q081,q082,q083,q084,q085,q086,q087,q088,q089,q090,q091,q092,q093,q094,q095,q096,q097,q098,q099,q100,q101,q102,q103,q104,q105,q106,q107,q108,q109,q110,q111,q112,q113,q114,q115,q116,q117,q118,q119,q120,q121,q122,q123,q124,q125,q126,q127,q128,q129,q130,q131,q132,q133,q134
1,56130_98,,Honours,,Bachelor of Science,,6/30/2016,Law,Current course was my first choice of study,Singapore,Medical graduate serving housemanship,Non Applicable based on skip pattern,,Tried to but unable to find Full-Time Permanent Job,,Employee,Government,,,Non Applicable based on skip pattern,,Non Applicable based on skip pattern,,Non Applicable based on skip pattern,6000,,3000,Education,,"Others, please provide job title and description",,,Non Applicable based on skip pattern,5,"No, I am employed in a job not related to my course of study",Non Applicable based on skip pattern,,No,,MAY,2010,One,"Yes, I attempted to look for employment",12,2016,2,2016,Non Applicable based on skip pattern,Non Applicable based on skip pattern,No,No,Non Applicable based on skip pattern,Non Applicable based on skip pattern,No,Non Applicable based on skip pattern,Non Applicable based on skip pattern,Non Applicable based on skip pattern,Non Applicable based on skip pattern,No,No,No,,,,,,,,,,,,,,,,,Getting an interview,,"Yes, intend to pursue in the near future (within the next 5 years)",Master’s Degree by research,,,,,,,Neutral,Non Applicable based on skip pattern,,Not applicable. I am not aware of the career services offered,Not applicable,Not applicable,Neutral,Not applicable,Not applicable,Neutral,Agree,Well,Well,Well,Well,Well,Well,Well,Well,Fairly well,Very well,Fairly well,Not applicable,Not applicable,Not applicable,Agree,Chinese,,Singapore Citizen,,Full Time,UGRD,ARCHITECTURE (HONS),,,NORMAL,,1520,Singapore Citizen,M,N,,,,,,
1,25590_780,,Honours (Merit),,Bachelor of Science,,6/30/2016,Science,Currrent course was my first choice of study,Singapore,Working Full-Time in a Permanent job,Non Applicable based on skip pattern,,Tried to but unable to find Full-Time Permanent Job,,Employee,Government,,OTHER,Singapore,,Non Applicable based on skip pattern,,Non Applicable based on skip pattern,5500,,,Education,,Non Applicable based on skip pattern,,,To some extent,5,"No, I am employed in a job not related to my course of study",Non Applicable based on skip pattern,,Non Applicable based on skip pattern,,JANUARY,2015,Non Applicable based on skip pattern,Non Applicable based on skip pattern,5,2016,5,2016,Yes,Yes,No,No,No,No,No,Yes,No,Non Applicable based on skip pattern,No,No,No,No,,,,,,,,,,,,,,,,Q21_8 Other job websites portals,Non Applicable based on skip pattern,,"Yes, intend to pursue in the near future (within the next 5 years)",Master’s Degree by coursework,,,,,,,Yes,Non Applicable based on skip pattern,,Yes,Not applicable,Not applicable,Not applicable,Neutral,Not applicable,Satisfied,Agree,Fairly well,A little,Well,Well,Fairly well,Very well,Fairly well,Very well,Well,Well,Well,Very well,Well,Not applicable,Agree,Chinese,,Singapore Citizen,,Full Time,UGRD,LIFE SCIENCES (HONS),,,NORMAL,,1520,Singapore Citizen,M,N,,,,,,
1,15856_1548,,Honours (Highest Distinction),,Bachelor of Science,,8/31/2015,Medicine,Current course was my first choice of study,Vietnam,Working Full-Time in a Permanent job,Non Applicable based on skip pattern,,Tried to but unable to find Full-Time Permanent Job,,Employee,Government,,OTHER,Non Applicable based on skip pattern,,Non Applicable based on skip pattern,,Non Applicable based on skip pattern,2640,,3300,Education,,"Others, please provide job title and description",,,To some extent,4,"Yes, I am employed in a job related to my course of study",Non Applicable based on skip pattern,,"Yes, mainly to obtain a job with better pay/ career prospects",,,,Non Applicable based on skip pattern,Non Applicable based on skip pattern,5,2016,5,2016,No,No,No,No,No,Non Applicable based on skip pattern,No,Yes,Non Applicable based on skip pattern,No,Non Applicable based on skip pattern,No,No,Non Applicable based on skip pattern,,,,,,,,,,,,,,,,Q21_8 Other job websites portals,Getting offers after the interview,,"Yes, intend to pursue in the near future (within the next 5 years)",Master’s Degree by coursework,,,,,,,Neutral,I found my course of study difficult and was not able to perform up to expectations,,Yes,Satisfied,Satisfied,Not applicable,Satisfied,Satisfied,Not applicable,Neutral,Well,Well,Well,Fairly well,Fairly well,Well,Fairly well,Very well,Fairly well,Well,A little,Not applicable,Not applicable,Not applicable,Strongly disagree,Chinese,,Singapore Citizen,,Full Time,UGRD,COMPUTER SCIENCE (HONS),,,NORMAL,,1510,Singapore Citizen,F,N,,,,,,
1,44417_1053,,Honours (Highest Distinction),,Bachelor of Medicine and Bachelor of Surgery,,6/30/2016,Chemical Eng,Current course was my first choice of study,Singapore,Working Full-Time in a Permanent job,Non Applicable based on skip pattern,,Non Applicable based on skip pattern,,Employee,Government,,MOH,Singapore,,Non Applicable based on skip pattern,,Non Applicable based on skip pattern,3000,,3100,Electronic Products,,"Others, please provide job title and description",RESEARCH ASSISTANT,,To a great extent,3,"Yes, I am employed in a job partially related to my course of study",Non Applicable based on skip pattern,,"Yes, mainly to obtain a job with better pay/ career prospects",,,,Two,Non Applicable based on skip pattern,6,2016,2,2016,Yes,Yes,Non Applicable based on skip pattern,No,Non Applicable based on skip pattern,Non Applicable based on skip pattern,No,Non Applicable based on skip pattern,No,Non Applicable based on skip pattern,No,Non Applicable based on skip pattern,No,No,,,,,,6,,,,,,,,2,,Q21_2 Centre for Future-ready Graduates Career Events,Non Applicable based on skip pattern,,"Yes, intend to pursue in the near future (within the next 5 years)",Master’s Degree by coursework,,,,,,,No,Non Applicable based on skip pattern,,Yes,Very satisfied,Neutral,Neutral,Not applicable,Not applicable,Dissatisfied,Neutral,Fairly well,A little,A little,Fairly well,Well,Well,A little,Well,Well,Fairly well,Well,Not at all,Not applicable,Not applicable,Agree,Chinese,,Singapore Citizen,,Full Time,UGRD,LIFE SCIENCES (HONS),,,NORMAL,,1510,International,F,N,,,,,,
1,16254_367,,Pass with Merit,,Bachelor of Business Administration,,6/30/2016,Law,Current course was my first choice of study,Malaysia,Working Full-Time in a Permanent job,Non Applicable based on skip pattern,,Non Applicable based on skip pattern,,Non Applicable based on skip pattern,Government,,JURONG HEALTH,Non Applicable based on skip pattern,,Non Applicable based on skip pattern,,Non Applicable based on skip pattern,,,1300,Financial and Insurance,,"Others, please provide job title and description",,,To some extent,5,"Yes, I am employed in a job related to my course of study",Stronger interest in current job,,No,,,,Two,Non Applicable based on skip pattern,9,2016,9,2016,No,Yes,Non Applicable based on skip pattern,No,Non Applicable based on skip pattern,No,Non Applicable based on skip pattern,No,No,No,No,No,No,Non Applicable based on skip pattern,,,,,,,,,,,,,,,,,"Finding jobs to apply to, that is related to my career interest",,"Yes, intend to pursue in the near future (within the next 5 years)",Non Applicable based on skip pattern,,,,,,RAILWAY ENGINEERING,No,Non Applicable based on skip pattern,,"Not applicable. While I am aware of the career services, I have not used the career services offered",Satisfied,Satisfied,Neutral,Not applicable,Not applicable,Not applicable,Agree,Very well,Well,Well,Well,Well,Well,Fairly well,Well,Very well,Well,Not at all,Not applicable,Not applicable,Not applicable,Strongly agree,Chinese,,Singapore Citizen,,Follow up,UGRD,MECHANICAL ENGINEERING (HONS),,,NORMAL,,1510,Singapore Citizen,F,N,,,,,,
1,61055_616,,Honours (Merit),,Bachelor of Engineering (Electrical Engineering),,6/30/2016,Science,Current course was my first choice of study,Singapore,Working Full-Time in a Permanent job,Non Applicable based on skip pattern,,Non Applicable based on skip pattern,,Employee,Government,,OTHER,Singapore,,Non Applicable based on skip pattern,,Non Applicable based on skip pattern,,,,Financial and Insurance,,"Software, Web and Multimedia Developer",,,To some extent,4,"No, I am employed in a job not related to my course of study",Non Applicable based on skip pattern,,"Yes, mainly to obtain a job with better pay/ career prospects",,JANUARY,2016,Four,Non Applicable based on skip pattern,9,2016,6,2016,No,No,No,Non Applicable based on skip pattern,No,No,No,No,Non Applicable based on skip pattern,No,Non Applicable based on skip pattern,No,No,No,,,,,,,,,,,,,,3,,,Getting an interview,,"Yes, intend to pursue in the near future (within the next 5 years)",Non Applicable based on skip pattern,,NIL,,,,,No,Non Applicable based on skip pattern,,Yes,Not applicable,Not applicable,Neutral,Satisfied,Not applicable,Neutral,Neutral,Fairly well,Fairly well,Very well,Very well,Well,Fairly well,Not at all,Well,Well,Fairly well,Well,Well,Well,Not applicable,Neutral,Malay,,Singapore Citizen,,Full Time,UGRD,MECHANICAL ENGINEERING (HONS),,,CDP,,1510,Singapore Citizen,F,N,,,,,,
1,13701_1044,,Honours (Distinction),,Bachelor of Computing (Information Systems),,6/30/2016,Environmental Eng,Current course was my first choice of study,Malaysia,Working Full-Time in a Permanent job,Non Applicable based on skip pattern,,Non Applicable based on skip pattern,,Employee,Government,,OTHER,Singapore,,Non Applicable based on skip pattern,,Non Applicable based on skip pattern,2900,,2800,Financial and Insurance,,"Others, please provide job title and description",SOCIAL WORKER,,Not at all,5,"Yes, I am employed in a job related to my course of study",Non Applicable based on skip pattern,,No,,,2016,One,Non Applicable based on skip pattern,10,2016,7,2016,Non Applicable based on skip pattern,Yes,No,No,No,No,Non Applicable based on skip pattern,Yes,No,No,No,No,No,No,,,,,,,,,,,,,,,,,"Finding jobs to apply to, that is related to my career interest",,Non Applicable based on skip pattern,Non Applicable based on skip pattern,,,,,,RAILWAY ENGINEERING,Neutral,Non Applicable based on skip pattern,,Yes,Not applicable,Neutral,Very satisfied,Satisfied,Very dissatisfied,Dissatisfied,Strongly agree,Well,Very well,Well,Fairly well,Fairly well,Well,Fairly well,Fairly well,Very well,Well,Fairly well,Very well,Not applicable,A little,Strongly agree,Chinese,,Singapore Citizen,,Full Time,UGRD,MECHANICAL ENGINEERING (HONS),,,NORMAL,Software Engineering-TRK,1520,Singapore Citizen,F,N,,,,,,
1,38209_1746,,Honours,,Bachelor of Social Sciences,,6/30/2016,,Current course was my first choice of study,Malaysia,Working Full-Time in a Permanent job,Non Applicable based on skip pattern,,Non Applicable based on skip pattern,,Employee,Government,,SGH,Singapore,,Non Applicable based on skip pattern,,Non Applicable based on skip pattern,2500,,3500,Financial and Insurance,,Mechanical Engineer,,FINANCIAL PLANNING,Non Applicable based on skip pattern,3,"Yes, I am employed in a job related to my course of study",Non Applicable based on skip pattern,,Non Applicable based on skip pattern,,MARCH,2016,One,Non Applicable based on skip pattern,6,2016,6,2016,Yes,No,No,No,No,No,No,No,Non Applicable based on skip pattern,No,No,No,Non Applicable based on skip pattern,Non Applicable based on skip pattern,,,,,,,,,,,,,,,,,Getting an interview,,"Yes, intend to pursue in the future (not within the next 5 years)",Master’s Degree by coursework,,,,,,NOT SURE,No,The career prospects and/ or wages associated with my course of study are below expectations,,Yes,Not applicable,Not applicable,Not applicable,Satisfied,Not applicable,Not applicable,Strongly disagree,Well,Well,Very well,Fairly well,Well,Fairly well,Well,Very well,Well,A little,Well,Not applicable,Well,Not applicable,Agree,Chinese,,Singapore Citizen,,Full Time,UMED,CHEMICAL ENGINEERING (HONS),,,NORMAL,,1520,Singapore Citizen,F,N,,,,,,
1,31428_877,,Honours (Merit),,Bachelor of Laws,,6/30/2016,Medicine,Current course was not the first choice of study,Singapore,Not working and not looking for a job,Non Applicable based on skip pattern,,Non Applicable based on skip pattern,,Non Applicable based on skip pattern,Government,,MINDEF,Singapore,,Non Applicable based on skip pattern,,Non Applicable based on skip pattern,,,,"Healthcare (Includes hospitals, medical, dental activities & pharmacies)",,"Others, please provide job title and description",,,To some extent,3,"Yes, I am employed in a job partially related to my course of study",Non Applicable based on skip pattern,,No,,AUGUST,2016,Six or more,Non Applicable based on skip pattern,9,2016,9,2016,Yes,No,Non Applicable based on skip pattern,No,No,No,No,Yes,No,Non Applicable based on skip pattern,No,Non Applicable based on skip pattern,Non Applicable based on skip pattern,No,,,,,,,,,,,,,,,,Q21_8 Other job websites portals,Getting an interview,,"Yes, currently pursuing",Master’s Degree by coursework,,,,,,MEDICINE,No,"Others, please specify",,No,Very dissatisfied,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Neutral,Well,Very well,Well,Well,Fairly well,Well,Well,Well,Very well,Well,Fairly well,Not applicable,A little,Not at all,Agree,Chinese,,Singapore Citizen,,Full Time,UGRD,PROJECT & FAC. MGT (HONS),,,NORMAL,,1220,Singapore Citizen,M,N,,,,,,
1,17723_994,,Honours (Merit),,Bachelor of Computing (Computer Science),,4/30/2016,Business Admin,Current course was my first choice of study,Singapore,"Currently pursuing/ preparing to commence further studies, excluding NIE",Non Applicable based on skip pattern,,Non Applicable based on skip pattern,,Employee,Government,,,Singapore,,Non Applicable based on skip pattern,,Non Applicable based on skip pattern,4200,,3500,"Healthcare (Includes hospitals, medical, dental activities & pharmacies)",,Police Officers,,,To a great extent,5,"Yes, I am employed in a job partially related to my course of study",Non Applicable based on skip pattern,,"Yes, mainly to obtain a job with better pay/ career prospects",,JULY,,One,Non Applicable based on skip pattern,6,2016,4,2016,No,No,No,No,Non Applicable based on skip pattern,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,Q21_2 Centre for Future-ready Graduates Career Events,Non Applicable based on skip pattern,,"Yes, intend to pursue in the future (not within the next 5 years)",Master’s Degree by coursework,,NIL,,,,BUSINESS,Yes,I was not interested in my course of study. I lost interest during the course itself,,"Not applicable. While I am aware of the career services, I have not used the career services offered",Not applicable,Not applicable,Neutral,Neutral,Very dissatisfied,Very dissatisfied,Neutral,A little,Well,Fairly well,Fairly well,Not at all,Very well,A little,Well,Well,Very well,Fairly well,Not applicable,Well,Not applicable,Agree,Indian,,Singapore Citizen,,Full Time,UGRD,CHEMICAL ENGINEERING (HONS),,,NORMAL,Applied & Policy Econs-SPN,1520,Singapore Citizen,F,N,,,,,,
1,54649_1130,,Honours (Distinction),,Bachelor of Arts,,2/28/2016,Science,Current course was my first choice of study,Singapore,Law graduate doing practical law course (PLC) Pupilage or reading in chambers,Non Applicable based on skip pattern,,Non Applicable based on skip pattern,,Employee,Government,,,Singapore,,Non Applicable based on skip pattern,,Non Applicable based on skip pattern,,,3800,"Healthcare (Includes hospitals, medical, dental activities & pharmacies)",,"Others, please provide job title and description",,,To a great extent,3,Non Applicable based on skip pattern,Non Applicable based on skip pattern,,Non Applicable based on skip pattern,,SEPTEMBER,2016,One,Non Applicable based on skip pattern,10,2016,9,2016,No,No,No,Non Applicable based on skip pattern,No,No,No,No,No,No,No,Yes,No,Non Applicable based on skip pattern,,,,,,,,,1,,2,,,,,Q21_9 Other career fairs,Non Applicable based on skip pattern,,"Yes, intend to pursue in the near future (within the next 5 years)",Master’s Degree by research,,,,,,RAILWAY ENGINEERING,Yes,Non Applicable based on skip pattern,,Yes,Not applicable,Not applicable,Not applicable,Satisfied,Satisfied,Not applicable,Neutral,Fairly well,Very well,Well,Fairly well,Very well,Well,Well,Very well,Well,Fairly well,A little,Fairly well,Not applicable,Not applicable,Agree,Chinese,,Singapore Citizen,,Full Time,UGRD,INFORMATION SYSTEMS (HONS),,,NORMAL,,1520,Singapore Citizen,F,N,,,,,,
1,18596_1625,,Honours,,Bachelor of Arts,,6/30/2016,Science,Current course was my first choice of study,Singapore,Working Full-Time in a Permanent job,Non Applicable based on skip pattern,,To try out and see if this field/ job is suitable for me,,Employee,Government,,OTHER,Singapore,,Non Applicable based on skip pattern,,Non Applicable based on skip pattern,2640,,3700,"Healthcare (Includes hospitals, medical, dental activities & pharmacies)",,"Others, please provide job title and description",,,Non Applicable based on skip pattern,3,Non Applicable based on skip pattern,Non Applicable based on skip pattern,,No,,AUGUST,2016,Non Applicable based on skip pattern,"Yes, I attempted to look for employment",5,2016,5,2016,No,Yes,No,Non Applicable based on skip pattern,Yes,Non Applicable based on skip pattern,No,Yes,Non Applicable based on skip pattern,Yes,Non Applicable based on skip pattern,Yes,No,No,,,,,,,,,2,,,,,,,Q21_8 Other job websites portals,"Finding jobs to apply to, that is related to my career interest",,"Yes, intend to pursue in the near future (within the next 5 years)",MBA,,,,,,RAILWAY ENGINEERING,No,Non Applicable based on skip pattern,,No,Satisfied,Dissatisfied,Neutral,Satisfied,Not applicable,Not applicable,Strongly disagree,Very well,Fairly well,A little,A little,Very well,Well,Fairly well,Very well,Well,Very well,Well,Well,Not applicable,Not applicable,Agree,Chinese,,Singapore Citizen,,Full Time,UGRD,Political Science (Major),,,NORMAL,,1520,Singapore Citizen,M,N,,,,,,
1,24095_1763,,Pass with Merit,,Bachelor of Engineering (Mechanical Engineering),,4/30/2016,Computer Eng,Currrent course was my first choice of study,Taiwan,Working Full-Time in a Permanent job,Non Applicable based on skip pattern,,Non Applicable based on skip pattern,,Employee,Government,,OTHER,Singapore,,Non Applicable based on skip pattern,,Non Applicable based on skip pattern,,170,1300,"Healthcare (Includes hospitals, medical, dental activities & pharmacies)",,Human Resource Associate Professionals,,,4,4,"Yes, I am employed in a job partially related to my course of study",Non Applicable based on skip pattern,,No,,,2016,Three,"Yes, I attempted to look for employment",12,2016,4,2016,Non Applicable based on skip pattern,Yes,No,Yes,No,No,No,Yes,No,No,No,Non Applicable based on skip pattern,No,Non Applicable based on skip pattern,,1,,,,,,,,,,,,,,"Q21_6 Faculty School-level industrial attachment, professional attachment, or professional internship",Non Applicable based on skip pattern,,"Yes, intend to pursue in the future (not within the next 5 years)",Master’s Degree by research,,,,,,PUBLIC POLICY,Neutral,Non Applicable based on skip pattern,,"Not applicable. While I am aware of the career services, I have not used the career services offered",Not applicable,Neutral,Satisfied,Satisfied,Neutral,Neutral,Agree,Fairly well,A little,Well,Fairly well,Well,Well,Very well,Well,Well,Well,Very well,Well,Not applicable,Very well,Agree,Chinese,,Singapore Citizen,,Full Time,UGRD,INDUSTRIAL & MGT ENG (HONS),,,NORMAL,,1420,Singapore Citizen,M,N,,,,,,
1,25318_1841,,Honours (Distinction),,Bachelor of Business Administration,,6/30/2016,,Current course was my first choice of study,Singapore,Working Full-Time in a Permanent job,Non Applicable based on skip pattern,,Non Applicable based on skip pattern,,Employee,Government,,OTHER,Singapore,,Non Applicable based on skip pattern,,Non Applicable based on skip pattern,4950,,2500,"Healthcare (Includes hospitals, medical, dental activities & pharmacies)",,"Others, please provide job title and description",,,To some extent,5,Non Applicable based on skip pattern,Stronger interest in current job,,Non Applicable based on skip pattern,,,2016,One,Non Applicable based on skip pattern,12,2016,6,2016,No,Yes,No,Non Applicable based on skip pattern,Yes,Non Applicable based on skip pattern,No,Yes,Non Applicable based on skip pattern,No,Yes,No,No,No,,,,,,,,,,,,,,,,,Not satisfied with salary offer,,"No, do not intend to pursue at all",MBA,,,,,,SOCIAL WORK,No,Non Applicable based on skip pattern,,"Not applicable. While I am aware of the career services, I have not used the career services offered",Satisfied,Not applicable,Satisfied,Satisfied,Not applicable,Not applicable,Agree,Well,Well,Fairly well,A little,A little,Well,Fairly well,Fairly well,Fairly well,Very well,Fairly well,Very well,Well,Not applicable,Agree,Chinese,,Singapore Citizen,,Full Time,UGRD,HISTORY (HONS),,,NORMAL,,1520,Singapore Citizen,F,N,,,,,,
1,15997_946,,Honours (Distinction),,Bachelor of Social Sciences,,6/30/2016,Business Admin,Current course was not the first choice of study,Singapore,Working Full-Time in a Permanent job,Non Applicable based on skip pattern,,Non Applicable based on skip pattern,,Employee,Government,,NUS,Non Applicable based on skip pattern,,Non Applicable based on skip pattern,,Non Applicable based on skip pattern,4050,,,Industrial design activities,,Advocate/ Solicitor,,,To a great extent,3,"No, I am employed in a job not related to my course of study",Non Applicable based on skip pattern,,Non Applicable based on skip pattern,,MAY,2015,Five,Non Applicable based on skip pattern,12,2016,4,2016,No,No,Non Applicable based on skip pattern,No,No,No,No,Non Applicable based on skip pattern,No,No,No,No,No,No,,,,,,,,,,,,,,,,,Non Applicable based on skip pattern,,"Yes, intend to pursue in the near future (within the next 5 years)",Non Applicable based on skip pattern,,,,,,RAILWAY ENGINEERING,No,Non Applicable based on skip pattern,,Not applicable. I am not aware of the career services offered,Satisfied,Not applicable,Not applicable,Neutral,Very dissatisfied,Not applicable,Strongly disagree,Very well,Well,Fairly well,Very well,Well,Very well,A little,Very well,Well,Well,Very well,Fairly well,Not applicable,Not applicable,Agree,Chinese,,Singapore Citizen,,Part Time,UGRD,LIFE SCIENCES (HONS),,,NORMAL,,1500,International,M,N,,,,,,
1,1010_66,,Honours (Merit),,Bachelor of Social Sciences,,6/30/2016,Science,Current course was my first choice of study,Singapore,Working Full-Time in a Permanent job,Non Applicable based on skip pattern,,Non Applicable based on skip pattern,,Employee,Government,,MOHH,Singapore,,Non Applicable based on skip pattern,,Non Applicable based on skip pattern,3100,,3300,Information & Communication,,Non Applicable based on skip pattern,,FINANCIAL PLANNING,To a great extent,4,"Yes, I am employed in a job related to my course of study",Non Applicable based on skip pattern,,No,,,2016,One,Non Applicable based on skip pattern,5,2016,5,2016,Yes,No,Yes,Non Applicable based on skip pattern,No,Yes,No,Yes,No,No,No,Yes,No,No,,3,,,,,,,,,,,,4,,Q21_5 Faculty School-level career services,Not satisfied with salary offer,,"No, do not intend to pursue at all",PhD,,,,,,ENGINEERING,Neutral,Non Applicable based on skip pattern,,Yes,Neutral,Neutral,Not applicable,Satisfied,Not applicable,Neutral,Neutral,Well,Well,Well,Well,Well,Well,A little,Well,Well,Very well,Fairly well,Well,Very well,Fairly well,Agree,Chinese,,Singapore Citizen,,Full Time,UGRD,LIFE SCIENCES (HONS),,,NORMAL,,1520,Singapore Citizen,M,N,,,,,,
1,38873_310,,Pass with Merit,,Bachelor of Arts,,6/30/2016,Electrical Eng,Current course was not the first choice of study,Singapore,Working Full-Time in a Permanent job,Non Applicable based on skip pattern,,Non Applicable based on skip pattern,,Non Applicable based on skip pattern,Government,,,Singapore,,Non Applicable based on skip pattern,,Non Applicable based on skip pattern,2900,,,Information & Communication,BANKING,"Others, please provide job title and description",SOCIAL WORKER,FINANCIAL PLANNING,To some extent,5,"No, I am employed in a job not related to my course of study",Non Applicable based on skip pattern,,No,,,,One,Non Applicable based on skip pattern,5,2016,4,2016,q049,Yes,Non Applicable based on skip pattern,No,No,Non Applicable based on skip pattern,No,Non Applicable based on skip pattern,No,No,No,No,Yes,Non Applicable based on skip pattern,,,,,,,,,,,,,,,,,"Finding jobs to apply to, that is related to my career interest",,"Yes, intend to pursue in the near future (within the next 5 years)","Others, please specify",,,,,,,Yes,Non Applicable based on skip pattern,,Yes,Not applicable,Not applicable,Neutral,Satisfied,Dissatisfied,Very satisfied,Neutral,Fairly well,Fairly well,Well,A little,Very well,Well,Fairly well,Very well,Well,Fairly well,Not at all,Not applicable,Not applicable,Fairly well,Strongly agree,Chinese,,Singapore Citizen,,Full Time,UGRD,COMPUTER SCIENCE (HONS),,,NORMAL,,1510,International,M,N,,,,,,
1,8010_1543,,Pass with Merit,,Bachelor of Engineering (Chemical Engineering),,6/30/2016,,Current course was my first choice of study,Singapore,Law graduate doing practical law course (PLC) Pupilage or reading in chambers,Non Applicable based on skip pattern,,Non Applicable based on skip pattern,,Employee,Government,,,Singapore,,Non Applicable based on skip pattern,,Non Applicable based on skip pattern,4000,,,Information & Communication,,"Others, please provide job title and description",,,Non Applicable based on skip pattern,5,Non Applicable based on skip pattern,Non Applicable based on skip pattern,,No,,JUNE,,Three,Non Applicable based on skip pattern,7,2016,7,2016,No,No,Non Applicable based on skip pattern,No,No,No,No,Yes,No,Non Applicable based on skip pattern,Non Applicable based on skip pattern,No,Yes,No,,,,,,,,,1,,,,,,,Q21_1 Centre for Future-ready Graduates Job Portal (NUS Talent Connect) & E News,Getting an interview,,"No, do not intend to pursue at all",MBA,,,,,,CLINICAL PSYCHOLOGY,Yes,Non Applicable based on skip pattern,,Not applicable. I am not aware of the career services offered,Satisfied,Neutral,Satisfied,Not applicable,Not applicable,Neutral,Agree,Well,Well,Not at all,Not at all,Well,Fairly well,A little,Very well,Very well,Well,Well,Not applicable,Not at all,Very well,Strongly agree,Chinese,,Singapore Citizen,,Full Time,UGRD,STATISTICS (HONS),,,NORMAL,,1520,Singapore Citizen,M,N,,,,,,
1,21580_1822,,Honours (Highest Distinction),,Bachelor of Business Administration (Accountancy),,2/28/2016,Medicine,Current course was not the first choice of study,Singapore,Working Full-Time in a Temporary job,Non Applicable based on skip pattern,,Non Applicable based on skip pattern,,Employee,Government,,CHANGI GENERAL HOSPITAL,Singapore,,Non Applicable based on skip pattern,,Non Applicable based on skip pattern,3100,200,4000,Information & Communication,,Lawyer (excluding advocate and solicitor),,,4,4,"Yes, I am employed in a job partially related to my course of study",Non Applicable based on skip pattern,,Non Applicable based on skip pattern,,OCTOBER,,One,Non Applicable based on skip pattern,8,2016,8,2016,Non Applicable based on skip pattern,Yes,No,No,Yes,No,Non Applicable based on skip pattern,No,No,Non Applicable based on skip pattern,Yes,No,No,Non Applicable based on skip pattern,,,,,,,,,,,,,,,,,Getting offers after the interview,,"Yes, intend to pursue in the near future (within the next 5 years)",Master’s Degree by coursework,,,,,,,No,Non Applicable based on skip pattern,,Yes,Not applicable,Not applicable,Not applicable,Very satisfied,Not applicable,Not applicable,Agree,Very well,A little,Fairly well,Fairly well,A little,Well,Well,Well,Well,Fairly well,Well,Not applicable,Not applicable,Not applicable,Agree,Chinese,,Singapore Citizen,,Full Time,UGRD,MECHANICAL ENGINEERING (HONS),,,NORMAL,,1510,Singapore Citizen,M,N,,,,,,
1,28047_808,,Honours (Merit),,Bachelor of Social Sciences,,6/30/2016,Law,Current course was my first choice of study,Singapore,Working Full-Time in a Permanent job,Non Applicable based on skip pattern,,Non Applicable based on skip pattern,,Employee,Government,,MOE,Singapore,,Non Applicable based on skip pattern,,Non Applicable based on skip pattern,,,1300,"Legal, Accounting and Auditing",,Research Officer (Non-Statistical),,,4,3,"No, I am employed in a job not related to my course of study",Better pay in current job,,"Yes, mainly to obtain a job with better pay/ career prospects",,MAY,2016,Non Applicable based on skip pattern,"Yes, I attempted to look for employment",11,2016,3,2016,No,Yes,No,Non Applicable based on skip pattern,Non Applicable based on skip pattern,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,Q21_2 Centre for Future-ready Graduates Career Events,Getting offers after the interview,,"Yes, intend to pursue in the future (not within the next 5 years)",Non Applicable based on skip pattern,,,,,,,No,Non Applicable based on skip pattern,,Yes,Not applicable,Very satisfied,Not applicable,Not applicable,Satisfied,Satisfied,Neutral,Fairly well,Fairly well,Very well,Well,Fairly well,Very well,Well,Very well,Very well,Well,Fairly well,Not applicable,Not applicable,Very well,Neutral,Chinese,,Singapore Citizen,,Follow up,UGRD,BBA (HONS),,,NORMAL,,1520,Singapore Citizen,F,N,,,,,,
